age,sex,height_cm,weight_kg,activity_level,goal,target_calories
54,female,171.2,64.3,low,maintenance,1738
33,female,165.5,113.1,high,maintenance,3240
27,female,177.3,64.0,high,maintenance,2550
25,male,181.5,73.8,low,weight_loss,1797
38,female,176.8,70.0,high,maintenance,2407
19,female,171.8,61.2,low,muscle_gain,1948
34,female,171.3,47.9,medium,weight_loss,1599
21,female,166.1,88.6,medium,maintenance,2561
56,male,178.6,77.3,medium,maintenance,2522
51,male,182.8,71.3,low,weight_loss,1592
38,male,169.4,94.2,medium,maintenance,2914
32,male,176.5,65.8,high,maintenance,2830
43,female,170.6,59.7,low,weight_loss,1374
37,male,178.3,75.8,low,weight_loss,1692
24,female,158.2,45.1,high,weight_loss,1628
46,male,179.0,89.1,low,weight_loss,1805
28,male,178.9,62.3,medium,maintenance,2562
56,male,186.5,64.3,medium,maintenance,2470
38,female,170.3,92.7,low,weight_loss,1597
24,female,151.3,51.3,low,muscle_gain,1588
32,male,174.0,66.4,medium,maintenance,2466
59,female,167.6,90.4,low,weight_loss,1441
36,male,187.5,95.8,low,weight_loss,2027
53,male,182.9,106.1,low,maintenance,2386
52,male,181.7,65.8,medium,weight_loss,2006
43,female,179.2,53.7,high,muscle_gain,2434
50,female,174.4,61.4,medium,weight_loss,1788
35,female,163.2,64.3,medium,maintenance,2078
34,female,168.0,67.7,high,maintenance,2421
35,female,165.6,65.3,low,weight_loss,1404
26,male,172.2,76.1,medium,weight_loss,2257
43,male,174.1,79.8,medium,weight_loss,2133
64,male,157.5,64.2,medium,maintenance,2138
24,male,183.4,73.7,medium,maintenance,2746
20,male,175.1,107.6,low,weight_loss,2252
19,female,166.1,52.5,low,maintenance,1553
51,female,174.4,42.0,low,weight_loss,1158
30,female,181.0,65.5,medium,weight_loss,1960
39,male,179.2,74.9,high,maintenance,2850
40,male,174.3,97.3,low,muscle_gain,2429
49,female,180.8,76.1,high,weight_loss,2066
47,male,176.4,69.8,low,weight_loss,1494
22,female,169.4,55.9,medium,muscle_gain,2383
23,male,183.6,82.8,low,weight_loss,1804
43,male,172.0,85.3,low,weight_loss,1556
44,female,177.3,56.3,low,weight_loss,1439
52,male,170.7,119.3,high,muscle_gain,3757
28,male,179.9,91.3,medium,maintenance,3022
19,male,167.4,76.8,medium,muscle_gain,2838
50,male,176.8,87.7,high,maintenance,2880
22,male,175.4,77.7,medium,weight_loss,2438
26,male,184.0,66.3,medium,weight_loss,2232
64,female,179.4,54.9,high,weight_loss,1654
41,male,186.7,83.0,medium,weight_loss,2367
50,female,161.2,77.7,low,weight_loss,1428
20,female,165.4,58.0,low,weight_loss,1367
63,female,163.6,68.7,medium,weight_loss,1692
27,male,184.3,82.7,low,maintenance,2168
25,male,183.1,65.7,low,maintenance,1972
40,female,169.0,68.7,high,weight_loss,2054
46,female,177.7,64.1,low,muscle_gain,1779
42,male,163.2,64.8,medium,muscle_gain,2511
50,male,163.7,93.1,low,weight_loss,1738
41,female,164.2,42.0,medium,weight_loss,1361
27,female,160.3,71.2,medium,maintenance,2187
19,female,168.6,73.1,medium,weight_loss,2044
18,female,173.8,59.7,low,weight_loss,1494
19,male,191.7,75.6,low,weight_loss,2025
30,female,173.6,110.6,low,weight_loss,1902
61,male,174.8,74.4,low,weight_loss,1694
21,male,176.2,90.6,low,weight_loss,1999
43,male,183.4,90.5,high,maintenance,3298
18,male,181.1,85.8,medium,muscle_gain,3219
27,male,166.3,70.9,high,weight_loss,2417
31,female,175.1,59.2,high,weight_loss,1993
40,male,177.8,98.8,low,muscle_gain,2589
38,female,155.7,82.6,high,maintenance,2420
39,female,185.8,53.6,medium,maintenance,2045
37,male,167.6,79.8,high,maintenance,2947
50,male,166.1,91.9,medium,weight_loss,2315
58,male,168.7,105.9,high,weight_loss,2648
63,female,165.8,45.4,medium,weight_loss,1402
42,male,189.0,90.5,low,weight_loss,1945
50,male,178.0,84.3,low,maintenance,2028
35,male,163.2,74.7,medium,weight_loss,2100
44,male,183.3,74.3,low,muscle_gain,2277
25,male,171.4,86.4,medium,maintenance,2923
29,female,154.9,42.0,low,muscle_gain,1422
51,female,165.6,51.5,low,maintenance,1379
39,female,177.2,58.3,medium,maintenance,2153
19,female,164.4,80.0,low,muscle_gain,2172
53,male,173.2,80.4,medium,maintenance,2418
32,female,165.0,61.4,medium,weight_loss,1787
64,female,155.1,56.6,low,maintenance,1305
19,male,171.7,83.5,low,weight_loss,1913
22,female,177.6,58.5,low,maintenance,1761
21,male,176.2,46.1,low,weight_loss,1458
39,male,168.7,72.1,low,weight_loss,1699
55,male,172.4,69.9,low,maintenance,1897
18,male,166.8,61.7,low,maintenance,1723
61,male,190.9,77.0,low,muscle_gain,2108
44,male,177.0,66.7,medium,muscle_gain,2578
31,female,166.5,66.6,medium,weight_loss,1877
54,female,173.5,42.0,low,weight_loss,1144
20,female,160.6,57.4,low,maintenance,1594
41,male,177.9,84.4,low,weight_loss,1808
63,male,162.5,81.9,low,muscle_gain,2051
35,female,169.7,74.8,high,weight_loss,2154
31,male,173.7,76.6,medium,maintenance,2549
56,female,161.4,66.1,low,maintenance,1458
29,male,176.1,64.4,high,muscle_gain,3092
50,female,167.2,60.6,high,maintenance,2106
56,male,168.4,71.9,high,maintenance,2509
30,female,163.0,74.9,low,weight_loss,1375
27,female,176.9,49.4,high,weight_loss,1941
55,male,170.5,66.3,medium,muscle_gain,2266
32,male,169.7,86.5,low,weight_loss,1885
42,male,190.7,65.1,medium,weight_loss,2142
31,male,174.5,109.0,medium,weight_loss,2719
33,male,168.5,61.6,low,maintenance,1792
39,female,150.9,64.3,medium,weight_loss,1700
44,female,173.2,46.0,medium,muscle_gain,2079
50,male,164.5,74.6,medium,weight_loss,2016
62,male,186.2,64.6,medium,maintenance,2303
59,male,177.6,77.7,low,maintenance,1911
38,male,176.4,79.7,low,weight_loss,1805
19,female,174.1,55.6,low,muscle_gain,1900
53,female,182.2,50.8,high,weight_loss,1679
32,female,175.0,66.9,medium,muscle_gain,2410
45,female,164.1,48.5,low,weight_loss,1310
38,female,176.8,82.2,medium,maintenance,2502
55,female,158.7,51.2,medium,maintenance,1634
53,female,156.5,51.6,medium,weight_loss,1416
60,male,196.2,79.7,high,maintenance,2847
29,female,157.2,67.2,medium,maintenance,2228
62,male,164.9,92.6,medium,maintenance,2501
61,male,180.8,88.3,medium,weight_loss,2299
32,male,179.6,78.0,low,weight_loss,1785
34,female,180.2,47.0,medium,weight_loss,1692
24,male,164.7,78.0,medium,maintenance,2610
28,male,165.7,108.7,low,weight_loss,1952
50,female,175.0,55.5,low,weight_loss,1299
55,male,183.3,102.1,low,muscle_gain,2455
28,male,181.9,65.0,high,maintenance,2780
53,male,179.2,79.0,medium,maintenance,2528
43,female,164.8,104.2,medium,muscle_gain,2851
64,male,167.4,86.0,high,maintenance,2843
39,female,166.4,69.7,high,weight_loss,1961
60,female,156.5,72.7,low,maintenance,1394
51,female,179.2,75.2,medium,weight_loss,1856
52,male,166.3,90.4,medium,weight_loss,2273
33,female,177.3,70.0,low,maintenance,1803
19,male,179.6,91.8,low,muscle_gain,2464
61,male,191.1,73.4,medium,maintenance,2358
59,female,172.9,42.0,low,muscle_gain,1459
40,female,177.1,70.0,low,weight_loss,1484
55,male,188.1,101.3,low,maintenance,2225
41,female,174.4,71.6,high,maintenance,2397
46,male,189.0,102.8,low,maintenance,2396
33,male,171.1,79.2,low,maintenance,2240
54,male,170.1,97.1,medium,weight_loss,2325
45,female,174.9,73.4,high,weight_loss,2435
23,female,170.8,48.8,low,maintenance,1492
62,female,184.2,84.5,low,weight_loss,1662
53,male,164.2,90.0,medium,weight_loss,2129
56,male,183.9,72.8,low,weight_loss,1596
34,male,169.1,61.1,low,weight_loss,1606
61,female,163.6,86.1,low,maintenance,1806
48,male,172.5,68.6,medium,weight_loss,1938
26,female,175.2,52.3,low,maintenance,1712
40,female,178.5,73.7,low,muscle_gain,1959
32,male,176.1,86.2,low,muscle_gain,2371
52,male,186.8,84.9,medium,maintenance,2590
37,male,182.1,77.2,high,maintenance,2891
35,male,195.5,95.1,medium,weight_loss,2530
33,female,164.5,56.9,low,maintenance,1563
28,male,172.5,77.8,low,maintenance,2083
30,female,173.3,74.6,low,muscle_gain,2144
44,female,175.3,69.8,low,maintenance,1739
37,female,178.8,58.2,medium,muscle_gain,2225
38,male,180.9,56.2,medium,muscle_gain,2673
32,female,161.0,68.1,medium,maintenance,2118
34,male,182.7,65.9,medium,muscle_gain,2701
26,female,176.7,74.4,medium,maintenance,2341
24,female,177.2,61.1,low,muscle_gain,1844
26,female,173.6,65.6,medium,maintenance,2234
31,female,166.6,70.2,low,maintenance,1618
18,female,173.2,87.6,low,maintenance,2066
31,female,162.5,51.1,low,weight_loss,1181
41,female,165.8,85.4,high,maintenance,2674
19,male,179.5,83.8,medium,maintenance,2894
19,female,170.3,70.6,low,maintenance,1789
56,female,173.8,73.4,low,maintenance,1745
20,female,162.1,62.6,low,muscle_gain,1851
35,male,175.0,77.5,low,maintenance,1957
34,female,164.8,73.6,high,maintenance,2441
18,female,174.9,54.8,low,weight_loss,1376
55,female,178.9,58.6,low,maintenance,1410
29,male,166.7,88.8,medium,maintenance,2670
44,female,177.4,55.7,low,maintenance,1580
40,male,194.1,87.4,low,weight_loss,1781
19,male,173.5,87.6,medium,weight_loss,2402
63,male,168.5,111.4,low,muscle_gain,2553
24,female,179.3,65.7,low,muscle_gain,2066
42,male,168.2,71.8,medium,maintenance,2296
34,male,171.3,60.0,medium,weight_loss,2051
59,male,171.9,46.6,low,muscle_gain,1816
43,female,163.4,62.8,medium,maintenance,1993
34,male,173.4,72.6,low,muscle_gain,2207
49,female,171.0,86.4,low,maintenance,1688
32,male,178.2,106.9,low,weight_loss,2184
45,female,168.3,71.6,low,muscle_gain,1859
28,female,167.1,56.6,medium,maintenance,2068
58,male,172.6,87.0,high,maintenance,2831
63,female,166.9,75.8,low,maintenance,1598
58,female,178.1,65.8,medium,maintenance,1984
58,male,183.2,75.8,low,maintenance,2023
56,female,172.3,61.8,low,muscle_gain,1650
33,male,178.4,81.7,low,maintenance,2132
52,female,164.4,64.6,low,muscle_gain,1712
26,female,177.8,65.8,medium,weight_loss,2065
18,male,183.7,90.7,high,weight_loss,2782
32,female,178.5,59.9,medium,maintenance,2137
35,female,175.9,59.1,low,maintenance,1582
41,male,167.3,76.5,low,weight_loss,1579
39,female,170.1,74.9,medium,maintenance,2280
49,male,179.6,57.1,medium,muscle_gain,2375
52,female,168.2,68.3,low,muscle_gain,1739
44,female,169.1,62.1,medium,maintenance,2032
39,female,173.7,76.6,low,maintenance,1873
50,female,181.9,78.3,low,weight_loss,1478
26,female,161.0,67.7,medium,maintenance,2155
50,female,160.6,61.8,medium,weight_loss,1669
31,female,154.1,67.0,medium,muscle_gain,2202
49,female,169.9,60.8,low,maintenance,1512
52,female,168.4,74.8,medium,weight_loss,1840
54,male,178.8,71.9,low,maintenance,1982
52,female,176.8,54.8,medium,maintenance,2028
39,female,166.1,97.5,low,weight_loss,1706
41,female,167.6,80.2,medium,weight_loss,1926
25,male,177.0,73.1,medium,muscle_gain,2892
47,female,160.3,54.5,medium,maintenance,1706
21,female,161.5,73.4,high,weight_loss,2016
36,female,155.6,67.4,medium,weight_loss,1575
21,male,170.1,63.3,high,muscle_gain,3076
44,male,183.6,48.6,medium,maintenance,2205
32,female,168.9,64.6,low,weight_loss,1419
27,male,181.2,91.6,high,muscle_gain,3732
36,male,192.4,61.3,high,weight_loss,2580
43,male,174.0,74.8,low,maintenance,1940
53,male,178.5,80.2,medium,muscle_gain,2810
52,male,169.2,90.7,low,maintenance,2036
34,female,171.4,88.0,low,maintenance,1891
36,female,171.7,76.3,medium,maintenance,2387
28,male,173.3,54.3,low,weight_loss,1510
52,male,174.3,76.2,high,muscle_gain,3031
33,female,160.4,68.9,high,maintenance,2405
41,female,167.1,71.1,low,maintenance,1715
25,male,177.2,76.6,low,weight_loss,1791
20,male,178.6,101.1,high,maintenance,3490
24,female,175.2,62.4,medium,maintenance,2241
31,male,189.2,79.6,low,weight_loss,1760
44,female,167.0,75.3,low,weight_loss,1431
26,male,184.5,89.0,low,maintenance,2398
58,female,158.9,50.0,medium,maintenance,1566
54,female,168.3,75.0,low,muscle_gain,1702
40,female,179.4,68.3,low,maintenance,1685
29,male,189.2,80.8,low,maintenance,2251
18,female,177.6,76.8,high,weight_loss,2411
45,female,175.3,66.7,low,maintenance,1631
41,male,184.3,100.9,low,weight_loss,2034
18,male,165.8,61.8,medium,weight_loss,2179
54,male,177.8,49.3,low,weight_loss,1523
40,male,184.9,73.3,medium,weight_loss,2203
54,male,189.3,80.6,medium,weight_loss,2384
53,female,173.5,68.8,medium,maintenance,2051
58,male,176.4,59.0,medium,maintenance,2231
60,male,180.4,81.9,high,weight_loss,2434
55,female,167.4,73.0,medium,maintenance,1967
55,male,165.5,101.3,medium,weight_loss,2355
55,male,187.7,96.2,medium,weight_loss,2518
57,male,176.5,75.1,high,muscle_gain,2927
22,female,172.8,73.8,low,muscle_gain,2075
38,female,184.1,60.7,medium,muscle_gain,2384
47,female,176.0,72.9,low,muscle_gain,1952
22,female,171.6,76.8,low,weight_loss,1467
28,female,160.7,87.0,low,weight_loss,1615
22,female,158.0,74.4,low,maintenance,1706
42,male,188.4,95.4,medium,muscle_gain,3316
38,male,187.9,86.5,medium,maintenance,3028
35,male,168.8,93.2,medium,weight_loss,2516
21,female,166.9,51.0,medium,weight_loss,1807
38,male,173.8,72.8,medium,weight_loss,1996
60,female,169.0,52.5,low,muscle_gain,1441
52,female,166.0,66.0,low,weight_loss,1341
56,female,168.7,59.3,high,weight_loss,1754
26,female,160.1,77.0,medium,weight_loss,2020
